GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), 0-100kph Time(s),0-30mph Time(s),1/4 mile time(s),1/8 mile time(s),Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Air Fuel Ratio(Commanded)(:1),Air Fuel Ratio(Measured)(:1),Android device Battery Level(%),Average trip speed(whilst stopped or moving)(mph),Barometric pressure (from vehicle)(psi),Commanded Equivalence Ratio(lambda),Distance travelled since codes cleared(miles),Distance travelled with MIL/CEL lit(miles),Engine Coolant Temperature(°C),Engine kW (At the wheels)(kW),Engine Load(%),Engine Load(Absolute)(%),Engine RPM(rpm),Fuel cost (trip)(cost),Fuel flow rate/hour(l/hr),Fuel flow rate/minute(cc/min),Fuel Remaining (Calculated from vehicle profile)(%),Fuel Trim Bank 1 Long Term(%),Fuel Trim Bank 1 Short Term(%),Fuel trim Bank 1 Sensor 2(%),Fuel used (trip)(l),GPS Accuracy(m),GPS Altitude(m),GPS Bearing(°),GPS Latitude(°),GPS Longitude(°),GPS Satellites,GPS vs OBD Speed difference(mph),Horsepower (At the wheels)(hp),Intake Air Temperature(°C),Intake Manifold Pressure(psi),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Long Term Average)(l/100km),Miles Per Gallon(Instant)(mpg),Miles Per Gallon(Long Term Average)(mpg),O2 Sensor1 Wide Range Current(mA),O2 Bank 1 Sensor 1 Wide Range Equivalence Ratio(λ),O2 Bank 1 Sensor 2 Voltage(V),Relative Throttle Position(%),Run time since engine start(s),Speed (GPS)(mph),Speed (OBD)(mph),Throttle Position(Manifold)(%),Timing Advance(°),Torque(Nm),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Trip average MPG(mpg),Trip Distance(miles),Trip Time(Since journey start)(s),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Turbo Boost & Vacuum Gauge(psi),Voltage (Control Module)(V),Voltage (OBD Adapter)(V)
Wed Oct 08 13:59:17 GMT+05:30 2025,08-Oct-2025 13:59:17.728,73.95503258,18.56146039,9.380000114440918,3.8125765323638916,492.39544677734375,152.5,1.52123702,0.80877405,10.30648518,0.06392646,-,-,-,-,16.47058868,0.06,0.15000001,0.08,0.94999999,24.31372643,12.15686321,29.39955139,29.38261795,31,14.0478306,13.63354737,1.99996948,40721.56106772,3.10685596,90,-,16.07843208,12.54901981,1847.5,1.29532814,1.71355951,28.55932426,98.50284576,8.59375,0,-,0.95950228,3.81257653,492.39544678,152.5,18.56146049,73.95503235,81,0.13918687,-,48,2.90075476,21.87865067,11.88268471,8.41543198,61.80410004,33.56690598,2.3359375,1.99881744,0.505,3.52941179,1409,20.98246101,22.9907341,16.47058868,1.5,-,11.88268471,8.41543198,33.56690598,4.9622206,1262.05603027,1094.85205078,168.02000427,-10.73279285,12.11999989,13.89999962
Wed Oct 08 13:59:18 GMT+05:30 2025,08-Oct-2025 13:59:18.729,73.9550663,18.56138911,8.539999961853027,3.8134689331054688,492.27947998046875,155.39999389648438,1.90947247,0.84466642,9.02991486,-0.0564943,-,-,-,-,15.68627453,0.09,0.17,0.06,0.97000003,18.8235302,9.4117651,29.39955139,29.38261795,31,14.0478306,13.63354737,1.99996948,40721.56106772,3.10685596,90,-,16.07843208,12.54901981,1847.5,1.29532814,1.71355951,28.55932426,98.50284576,8.59375,0,-,0.95950228,3.81346893,492.27947998,155.3999939,18.56138992,73.95506287,80,0.13918687,-,48,2.90075476,21.87865067,11.88268471,8.41543198,61.80410004,33.56690598,2.3359375,1.99881744,0.505,3.52941179,1409,19.1034356,22.9907341,16.47058868,1.5,-,11.88268471,8.41543198,33.56690598,4.97352062,1263.06799316,1095.86401367,168.02000427,-10.73279285,12.11999989,13.89999962
Wed Oct 08 13:59:19 GMT+05:30 2025,08-Oct-2025 13:59:19.729,73.95509183,18.56132339,7.829999923706055,3.80839204788208,492.1826171875,159.3000030517578,1.99082839,1.21076822,9.73160934,0.01878703,-,-,-,-,15.68627453,0.02,0.2,0.12,0.88999999,18.8235302,9.4117651,29.39955139,29.38261795,31,14.05973091,13.63354737,1.99996948,40721.56106772,3.10685596,90,-,16.07843208,12.54901981,1471,1.2965517,0.90308392,15.05139828,98.50143433,8.59375,0,-,0.96040863,3.80839205,492.18261719,159.30000305,18.56132317,73.95509338,75,0.46229959,-,48,3.0457925,20.49712372,11.90674782,8.39842415,57.90147781,33.63488007,2.3359375,1.99881744,0.505,3.52941179,1413,17.51521099,18.64113576,16.47058868,1.5,-,11.90674782,8.39842415,33.63488007,4.97352062,1264.06994629,1096.8659668,168.02000427,-10.5877552,12.11999989,13.89999962
Wed Oct 08 13:59:20 GMT+05:30 2025,08-Oct-2025 13:59:20.730,73.95510944,18.5612563,7.53000020980835,3.809777021408081,492.02496337890625,165.10000610351562,2.94616294,1.44287205,9.7890377,0.051144,-,-,-,-,15.68627453,0.05,0.30000001,0.14,0.88999999,18.8235302,9.4117651,29.39955139,29.38261795,31,14.05973091,13.63354737,1.99996948,40721.56106772,3.10685596,90,-,16.07843208,12.54901981,1471,1.2965517,0.90308392,15.05139828,98.50143433,10.15625,0,-,0.96040863,3.80977702,492.02496338,165.1000061,18.56125641,73.95510864,74,0.46229959,-,48,3.0457925,20.49712372,11.90674782,8.39842415,57.90147781,33.63488007,2.3359375,1.99881744,0,3.52941179,1413,16.84413015,18.64113576,15.29411793,3,-,11.90674782,8.39842415,33.63488007,4.98308317,1265.06201172,1097.85803223,168.02000427,-10.5877552,14.07999992,13.89999962
Wed Oct 08 13:59:21 GMT+05:30 2025,08-Oct-2025 13:59:21.729,73.9551168,18.5611816,8.529999732971191,3.8059022426605225,491.968505859375,174.10000610351562,2.91505623,2.4915266,8.14217758,-0.00037235,-,-,-,-,67.84313965,-0.01,0.25,0.17,0.82999998,35.29411697,9.4117651,16.27192307,12.78918362,31,14.05973091,13.63354737,1.10693359,40721.56106772,3.10685596,90,-,16.07843208,12.54901981,1471,1.2965517,0.90308392,15.05139828,98.50143433,10.15625,0,-,0.96040863,3.80590224,491.96850586,174.1000061,18.56118202,73.95511627,76,0.46229959,-,48,3.0457925,20.49712372,11.90674782,8.39842415,57.90147781,33.63488007,-0.55859375,0.87001252,0,54.11764526,1413,19.08106549,18.64113576,15.29411793,3,-,11.90674782,8.39842415,33.63488007,4.98308317,1266.06103516,1098.85705566,168.02000427,-10.5877552,14.07999992,14.10000038
Wed Oct 08 13:59:22 GMT+05:30 2025,08-Oct-2025 13:59:22.729,73.95512115,18.56109939,9.40999984741211,3.8056435585021973,491.91278076171875,177.60000610351562,2.62014079,2.18524528,8.53220749,-0.06455719,-,-,-,-,67.84313965,-0.04,0.2,0.18000001,0.81,35.29411697,17.64705849,16.27192307,12.78918362,31,14.05973091,13.63354737,1.10693359,40721.56106772,3.10685596,90,-,16.07843208,68.23529053,1471,1.30159986,3.69728184,61.62136459,98.49559021,10.15625,0,-,0.96414804,3.80564356,491.91278076,177.6000061,18.56110001,73.9551239,77,0.46229959,-,48,6.81677369,9.32622051,11.89955902,8.4034977,26.3452549,33.61457443,-0.55859375,0.87001252,0,54.11764526,1416,21.04957016,18.64113576,15.29411793,3,-,11.89955902,8.4034977,33.61457443,4.9939026,1267.07702637,1099.87304688,168.02000427,-6.81677389,14.07999992,14.10000038
Wed Oct 08 13:59:23 GMT+05:30 2025,08-Oct-2025 13:59:23.728,73.95512401,18.5610152,9.350000381469727,3.8056328296661377,491.75537109375,178.3000030517578,1.61216426,0.67716879,9.10229778,-0.0564363,-,-,-,-,67.84313965,-0.05,0.16,0.06,0.81999999,35.29411697,17.64705849,16.27192307,12.78918362,31,14.07959675,13.63354737,1.10693359,40721.56106772,3.10685596,90,-,22.74509811,68.23529053,1722,1.30159986,3.69728184,61.62136459,98.49559021,10.15625,-5.46875,-,0.96414804,3.80563283,491.75537109,178.30000305,18.56101608,73.9551239,76,0.69842215,-,48,6.81677369,9.32622051,11.89955902,8.4034977,26.3452549,33.61457443,-0.55859375,0.87001252,0,54.11764526,1416,20.91535423,21.74799172,16.07843208,3,-,11.89955902,8.4034977,33.61457443,4.9939026,1268.06896973,1100.86499023,168.02000427,-6.81677389,14.07999992,14.10000038
Wed Oct 08 13:59:24 GMT+05:30 2025,08-Oct-2025 13:59:24.728,73.95512556,18.56093074,9.149999618530273,3.804868221282959,491.60498046875,178.89999389648438,2.67517567,1.67557406,10.15813065,0.08306873,-,-,-,-,67.84313965,0.11,0.15000001,0.19,0.98000002,35.29411697,17.64705849,16.27192307,12.78918362,31,14.07959675,13.63354737,1.10693359,40721.56106772,3.10685596,90,-,22.74509811,68.23529053,1722,1.30159986,3.69728184,61.62136459,98.49559021,8.59375,-5.46875,-,0.96414804,3.80486822,491.60498047,178.8999939,18.56093025,73.9551239,73,0.69842215,-,48,6.81677369,9.32622051,11.89955902,8.4034977,26.3452549,33.61457443,-0.55859375,0.87001252,0.75,54.11764526,1416,20.46796621,21.74799172,16.07843208,3,-,11.89955902,8.4034977,33.61457443,5.00550543,1269.06201172,1101.85803223,168.02000427,-6.81677389,14.22000027,14.10000038
Wed Oct 08 13:59:25 GMT+05:30 2025,08-Oct-2025 13:59:25.728,73.95512736,18.56084744,9.430000305175781,3.7975094318389893,491.4581298828125,178.89999389648438,2.0769701,1.48833573,9.01795006,-0.04581201,-,-,-,-,17.25490189,-0.04,0.20999999,0.15000001,0.81,26.27450943,13.33333302,29.39955139,18.03936195,31,14.07959675,13.63354737,1.99996948,40721.56106772,3.10685596,90,-,22.74509811,28.23529434,1722,1.30159986,3.69728184,61.62136459,98.49559021,8.59375,-5.46875,-,0.96414804,3.79750943,491.45812988,178.8999939,18.56084824,73.9551239,66,0.69842215,-,48,6.81677369,9.32622051,11.89955902,8.4034977,26.3452549,33.61457443,0.39453125,1.22716749,0.75,8.23529434,1416,21.09431038,21.74799172,16.07843208,3,-,11.89955902,8.4034977,33.61457443,5.00550543,1270.06494141,1102.86096191,168.02000427,-6.81677389,14.22000027,14.10000038
Wed Oct 08 13:59:26 GMT+05:30 2025,08-Oct-2025 13:59:26.728,73.95512956,18.56076224,9.649999618530273,3.794921398162842,491.3096923828125,178.60000610351562,2.25164604,1.4691931,8.43170834,-0.09912288,-,-,-,-,17.25490189,-0.04,0.18000001,0.22,0.81,26.27450943,13.33333302,29.39955139,18.03936195,31,14.09936067,13.63354737,1.99996948,40721.56106772,3.10685596,90,-,36.47058868,28.23529434,1742.5,1.30512631,2.61148071,43.52467728,98.49150848,8.59375,-5.46875,-,0.96676022,3.7949214,491.30969238,178.6000061,18.56076241,73.95513153,67,0.65368237,-,48,5.80150952,10.9211874,11.896842,8.40541744,30.850811,33.60689545,0.39453125,1.22716749,0.75,8.23529434,1420,21.58643388,21.74799172,16.07843208,3,-,11.896842,8.40541744,33.60689545,5.0170976,1271.07202148,1103.86804199,168.02000427,-7.83203793,14.22000027,14.10000038
Wed Oct 08 13:59:27 GMT+05:30 2025,08-Oct-2025 13:59:27.730,73.9551317,18.56067681,9.479999542236328,3.7928342819213867,491.1456298828125,178.60000610351562,1.44227386,2.14935303,8.9724865,-0.04933667,-,-,-,-,17.25490189,-0.03,0.19,0.20999999,0.81,26.27450943,13.33333302,29.39955139,18.03936195,31,14.09936067,13.63354737,1.99996948,40721.56106772,3.10685596,90,-,36.47058868,28.23529434,1742.5,1.30512631,2.61148071,43.52467728,98.49150848,8.59375,2.34375,-,0.96676022,3.79283428,491.14562988,178.6000061,18.56067657,73.95513153,71,0.65368237,-,48,5.80150952,10.9211874,11.896842,8.40541744,30.850811,33.60689545,0.39453125,1.22716749,0.67000002,8.23529434,1420,21.20615502,21.74799172,15.29411793,11,-,11.896842,8.40541744,33.60689545,5.0170976,1272.07397461,1104.86999512,168.02000427,-7.83203793,14.23999977,14.10000038
Wed Oct 08 13:59:28 GMT+05:30 2025,08-Oct-2025 13:59:28.729,73.95513367,18.56059283,9.119999885559082,3.7911629676818848,491.00689697265625,178.6999969482422,1.6504494,1.52422798,11.00758266,0.14394808,-,-,-,-,17.25490189,0.14,0.16,0.15000001,1.01999998,26.27450943,13.33333302,29.39955139,29.38261795,31,14.09936067,13.63354737,1.99996948,40721.56106772,3.10685596,90,-,36.47058868,28.23529434,1742.5,1.30512631,2.61148071,43.52467728,98.49150848,8.59375,2.34375,-,0.96676022,3.79116297,491.00689697,178.69999695,18.56059265,73.95513153,70,0.65368237,-,48,5.80150952,10.9211874,11.896842,8.40541744,30.850811,33.60689545,1.69921875,1.99881744,0.67000002,3.52941179,1420,20.40085706,21.74799172,15.29411793,11,-,11.896842,8.40541744,33.60689545,5.02875257,1273.06604004,1105.86206055,168.02000427,-7.83203793,14.23999977,14
Wed Oct 08 13:59:29 GMT+05:30 2025,08-Oct-2025 13:59:29.728,73.95513595,18.56050833,8.859999656677246,3.7911264896392822,490.7921142578125,178.8000030517578,1.37048912,1.9794625,11.98684502,0.24504232,-,-,-,-,15.68627453,-0.17,0.2,0.09,0.69,19.2156868,9.4117651,29.39955139,29.38261795,31,14.09936067,13.63354737,1.99996948,40721.56106772,3.10685596,90,-,36.47058868,12.54901981,1742.5,1.30512631,2.61148071,43.52467728,98.49150848,8.59375,2.34375,-,0.96676022,3.79112649,490.79211426,178.80000305,18.56050873,73.95513916,73,0.65368237,-,48,5.80150952,10.9211874,11.896842,8.40541744,30.850811,33.60689545,1.69921875,1.99881744,0.67000002,3.52941179,1423,19.8192543,21.74799172,15.29411793,11,-,11.896842,8.40541744,33.60689545,5.02875257,1274.06604004,1106.86206055,168.02000427,-7.83203793,14.23999977,14
Wed Oct 08 13:59:30 GMT+05:30 2025,08-Oct-2025 13:59:30.726,73.95513948,18.5604293,8.6899995803833,3.7912042140960693,490.6439208984375,177.8000030517578,1.02113712,2.91326165,10.1024971,0.07556105,-,-,-,-,15.68627453,0.13,0.13,0.31,0.97000003,19.2156868,9.4117651,29.39955139,29.38261795,31,14.11423102,13.63354737,1.99996948,40721.56106772,3.10685596,89,-,16.07843208,12.54901981,1606.5,1.30629694,0.85175842,14.19597435,98.49015045,8.59375,0,-,0.96762735,3.79120421,490.6439209,177.80000305,18.56042862,73.95513916,74,0.0646239,-,48,3.0457925,20.55752945,11.92083263,8.38850117,58.07211304,33.67466736,1.69921875,1.99881744,0.67000002,3.52941179,1423,19.43897543,19.88387814,15.29411793,11,-,11.92083263,8.38850117,33.67466736,5.04000578,1275.06103516,1107.85705566,168.02000427,-10.5877552,14.23999977,14
Wed Oct 08 13:59:31 GMT+05:30 2025,08-Oct-2025 13:59:31.726,73.95514542,18.56035064,9.170000076293945,3.8082377910614014,490.4053955078125,176.0,2.19900393,1.75932288,10.12164021,0.0696981,-,-,-,-,15.68627453,0.09,0.30000001,0.18000001,0.93000001,19.2156868,9.4117651,29.39955139,29.38261795,31,14.11423102,13.63354737,1.99996948,40721.56106772,3.10685596,89,-,16.07843208,12.54901981,1606.5,1.30629694,0.85175842,14.19597435,98.49015045,10.15625,0,-,0.96762735,3.80823779,490.40539551,176,18.56035042,73.95514679,72,0.0646239,-,48,3.0457925,20.55752945,11.92083263,8.38850117,58.07211304,33.67466736,1.69921875,1.99881744,0.045,3.52941179,1423,20.51270644,19.88387814,21.96078491,21,-,11.92083263,8.38850117,33.67466736,5.04000578,1276.06201172,1108.85803223,168.02000427,-10.5877552,12.81999969,14
Wed Oct 08 13:59:32 GMT+05:30 2025,08-Oct-2025 13:59:32.727,73.95515384,18.56025943,9.819999694824219,3.812493324279785,490.14471435546875,174.8000030517578,1.89272273,2.22113752,9.17647457,-0.01968086,-,-,-,-,20.7843132,-0.01,0.19,0.22,0.82999998,18.8235302,9.4117651,15.31369591,14.83859158,31,14.11423102,13.63354737,1.04174805,40721.56106772,3.10685596,89,-,16.07843208,12.54901981,1606.5,1.30629694,0.85175842,14.19597435,98.49015045,10.15625,0,-,0.96762735,3.81249332,490.14471436,174.80000305,18.56025887,73.95515442,77,0.0646239,-,48,3.0457925,20.55752945,11.92083263,8.38850117,58.07211304,33.67466736,0.0078125,1.00942802,0.045,7.84313726,1423,21.96671275,19.88387814,21.96078491,21,-,11.92083263,8.38850117,33.67466736,5.05172712,1277.07495117,1109.87097168,168.02000427,-10.5877552,12.81999969,12.69999981
Wed Oct 08 13:59:33 GMT+05:30 2025,08-Oct-2025 13:59:33.729,73.95515902,18.56017132,9.920000076293945,3.8045380115509033,489.911865234375,176.10000610351562,0.89431745,-0.2638087,11.1056881,0.13479984,-,-,-,-,20.7843132,-0.16,0.28,0.13,0.67000002,18.8235302,9.4117651,15.31369591,14.83859158,31,14.11423102,13.63354737,1.04174805,40721.56106772,3.10685596,89,-,16.07843208,17.64705849,1786.5,1.30852425,1.62901688,27.15028,98.48757172,10.15625,0,-,0.9692772,3.80453801,489.91186523,176.1000061,18.56017113,73.95516205,75,0.0646239,-,48,3.19083024,19.45993996,11.94165897,8.3738718,54.97158432,33.73349762,0.0078125,1.00942802,0.045,7.84313726,1427,22.19040676,19.88387814,21.96078491,21,-,11.94165897,8.3738718,33.73349762,5.05172712,1278.08203125,1110.87805176,168.02000427,-10.44271755,12.81999969,12.69999981
Wed Oct 08 13:59:34 GMT+05:30 2025,08-Oct-2025 13:59:34.727,73.95515967,18.56008723,9.210000038146973,3.8008694648742676,489.6705322265625,179.3000030517578,1.39202452,0.63888365,8.79781055,-0.09095174,-,-,-,-,20.7843132,-0.08,0.14,0.06,0.79000002,18.8235302,9.4117651,15.31369591,14.83859158,31,14.13539818,13.63354737,1.04174805,40721.56106772,3.10685596,89,-,17.25490189,17.64705849,1786.5,1.30852425,1.62901688,27.15028,98.48757172,10.15625,0,-,0.9692772,3.80086946,489.67053223,179.30000305,18.5600872,73.95516205,75,0.17895532,-,48,3.19083024,19.45993996,11.94165897,8.3738718,54.97158432,33.73349762,0.0078125,1.00942802,0.045,7.84313726,1427,20.60218214,22.36936291,16.07843208,3,-,11.94165897,8.3738718,33.73349762,5.06357706,1279.06005859,1111.85595703,168.02000427,-10.44271755,14.02000046,12.69999981
Wed Oct 08 13:59:35 GMT+05:30 2025,08-Oct-2025 13:59:35.729,73.95515591,18.56001062,8.3100004196167,3.801191806793213,489.495361328125,182.60000610351562,1.16231358,-0.27098715,9.62393284,-0.01271373,-,-,-,-,20.7843132,0.06,0.11,0.12,0.94,18.8235302,9.4117651,15.31369591,29.38261795,31,14.13539818,13.63354737,1.04174805,40721.56106772,3.10685596,89,-,17.25490189,17.64705849,1786.5,1.30852425,1.62901688,27.15028,98.48757172,8.59375,0,-,0.9692772,3.80119181,489.49536133,182.6000061,18.56001091,73.95515442,72,0.17895532,-,48,3.19083024,19.45993996,11.94165897,8.3738718,54.97158432,33.73349762,2.3984375,1.99881744,0,7.84313726,1427,18.58894081,22.36936291,16.07843208,3,-,11.94165897,8.3738718,33.73349762,5.06357706,1280.07800293,1112.87402344,168.02000427,-10.44271755,14.02000046,14
Wed Oct 08 13:59:36 GMT+05:30 2025,08-Oct-2025 13:59:36.730,73.95514965,18.55994165,7.380000114440918,3.797823667526245,489.26953125,185.3000030517578,0.59700924,1.06241322,8.66859818,-0.10892296,-,-,-,-,15.29411793,-0.08,0.08,0.12,0.80000001,18.8235302,9.4117651,29.39955139,29.38261795,31,14.13539818,13.63354737,1.99996948,40721.56106772,3.10685596,89,-,17.25490189,12.54901981,1786.5,1.30852425,1.62901688,27.15028,98.48757172,8.59375,0,-,0.9692772,3.79782367,489.26953125,185.30000305,18.55994225,73.95514679,72,0.17895532,-,48,3.19083024,19.45993996,11.94165897,8.3738718,54.97158432,33.73349762,2.3984375,1.99881744,0,3.13725495,1427,16.50858914,22.36936291,16.07843208,3,-,11.94165897,8.3738718,33.73349762,5.07361131,1281.06994629,1113.8659668,168.02000427,-10.44271755,14.02000046,14
Wed Oct 08 13:59:37 GMT+05:30 2025,08-Oct-2025 13:59:37.728,73.95514513,18.55987758,6.71999979019165,3.798147678375244,489.33343505859375,184.1999969482422,0.67118675,2.29052949,5.82413054,-0.35964638,-,-,-,-,15.29411793,-0.13,0.23999999,0.34,0.64999998,18.8235302,9.4117651,29.39955139,29.38261795,31,14.14056435,13.63354737,1.99996948,40721.56106772,3.10685596,89,-,14.11764717,12.54901981,1272,1.30966604,0.83168215,13.86136913,98.48625183,8.59375,0,-,0.97012299,3.79814768,489.33343506,184.19999695,18.5598774,73.95514679,72,0.35293866,-,48,2.90075476,21.65531158,11.96841812,8.35514927,61.17319489,33.80908966,2.3984375,1.99881744,0,3.13725495,1431,15.03221153,16.15565099,16.07843208,3,-,11.96841812,8.35514927,33.80908966,5.07361131,1282.06005859,1114.85595703,168.02000427,-10.73279285,14.02000046,14
Wed Oct 08 13:59:38 GMT+05:30 2025,08-Oct-2025 13:59:38.728,73.95514314,18.55981854,6.329999923706055,3.7978832721710205,488.906494140625,181.8000030517578,1.53798676,1.0648061,12.55214977,0.29239511,-,-,-,-,15.29411793,-0.07,0.15000001,0,0.80000001,18.8235302,9.4117651,29.39955139,29.38261795,31,14.14056435,13.63354737,1.99996948,40721.56106772,3.10685596,89,-,14.11764717,12.54901981,1272,1.30966604,0.83168215,13.86136913,98.48625183,8.59375,0,-,0.97012299,3.79788327,488.90649414,181.80000305,18.55981827,73.95514679,73,0.35293866,-,49,2.90075476,21.65531158,11.96841812,8.35514927,61.17319489,33.80908966,2.3984375,1.99881744,0,3.13725495,1431,14.1598056,16.15565099,14.50980377,5,-,11.96841812,8.35514927,33.80908966,5.07361131,1283.08203125,1115.87805176,168.02000427,-10.73279285,14.14000034,14
Wed Oct 08 13:59:39 GMT+05:30 2025,08-Oct-2025 13:59:39.729,73.95514451,18.55976918,5.300000190734863,3.792926549911499,488.675048828125,179.1999969482422,1.31784701,2.08474684,8.5465641,-0.09450144,-,-,-,-,15.29411793,-0.05,0.15000001,0.18000001,0.81,18.8235302,9.4117651,29.39955139,29.38261795,31,14.14056435,13.63354737,1.99996948,40721.56106772,3.10685596,89,-,14.11764717,12.54901981,1272,1.30966604,0.83168215,13.86136913,98.48625183,8.59375,0,-,0.97012299,3.79292655,488.67504883,179.19999695,18.55976868,73.95514679,69,0.35293866,-,49,2.90075476,21.65531158,11.96841812,8.35514927,61.17319489,33.80908966,2.00390625,1.99881744,0,2.35294127,1431,11.8557623,16.15565099,14.50980377,5,-,11.96841812,8.35514927,33.80908966,5.08547784,1284.05603027,1116.85205078,168.02000427,-10.73279285,14.14000034,12.69999981
Wed Oct 08 13:59:40 GMT+05:30 2025,08-Oct-2025 13:59:40.730,73.9551482,18.559719,5.360000133514404,3.79512357711792,488.5147705078125,175.6999969482422,1.69352019,0.26500511,10.1772728,0.05078912,-,-,-,-,14.50980377,-0.04,0.14,0.15000001,0.82999998,18.8235302,9.4117651,29.39955139,29.38261795,31,14.14056435,13.63354737,1.99996948,40721.56106772,3.10685596,89,-,14.11764717,11.76470566,1272,1.30966604,0.83168215,13.86136913,98.48625183,8.59375,0,-,0.97012299,3.79512358,488.51477051,175.69999695,18.55971909,73.95514679,67,0.35293866,-,49,2.90075476,21.65531158,11.96841812,8.35514927,61.17319489,33.80908966,2.00390625,1.99881744,0,2.35294127,1434,11.98997823,16.15565099,14.50980377,5,-,11.96841812,8.35514927,33.80908966,5.08547784,1285.07800293,1117.87402344,168.02000427,-10.73279285,14.14000034,12.69999981
Wed Oct 08 13:59:41 GMT+05:30 2025,08-Oct-2025 13:59:41.728,73.95515154,18.55966748,6.079999923706055,3.798171281814575,488.42718505859375,175.60000610351562,3.93738961,1.9172492,8.94377327,0.01386714,-,-,-,-,14.50980377,0.01,0.40000001,0.19,0.81,18.8235302,9.4117651,29.39955139,29.38261795,31,14.13777919,13.63354737,1.99996948,40721.56106772,3.10685596,88,-,65.49019623,11.76470566,990.5,1.31071723,0.76742268,12.79037762,98.48503876,8.59375,0,-,0.97090167,3.79817128,488.42718506,175.6000061,18.55966759,73.95515442,66,1.05881651,-,49,3.77098119,16.94954491,11.98210239,8.3456068,47.88006973,33.8477478,2.00390625,1.99881744,0,2.35294127,1434,13.60057177,13.04879503,14.50980377,10.5,-,11.98210239,8.3456068,33.8477478,5.08547784,1286.06799316,1118.86401367,168.02000427,-9.86256599,14.14000034,12.69999981
Wed Oct 08 13:59:42 GMT+05:30 2025,08-Oct-2025 13:59:42.729,73.95515255,18.55960567,7.489999771118164,3.795976161956787,488.22021484375,178.6999969482422,1.73180544,1.15573335,9.5497551,-0.00492281,-,-,-,-,14.50980377,-0.11,0.22,0.14,0.74000001,18.8235302,9.4117651,29.39955139,29.38261795,31,14.13777919,13.63354737,1.99996948,40721.56106772,3.10685596,88,-,65.49019623,11.76470566,990.5,1.31071723,0.76742268,12.79037762,98.48503876,10.15625,0,-,0.97090167,3.79597616,488.22021484,178.69999695,18.55960655,73.95515442,66,1.05881651,-,49,3.77098119,16.94954491,11.98210239,8.3456068,47.88006973,33.8477478,2.00390625,1.99881744,0.13500001,2.35294127,1434,16.75465207,13.04879503,26.66666603,10.5,-,11.98210239,8.3456068,33.8477478,5.09673638,1287.0670166,1119.86303711,168.02000427,-9.86256599,12.52000046,12.69999981
Wed Oct 08 13:59:43 GMT+05:30 2025,08-Oct-2025 13:59:43.726,73.95515247,18.55953855,7.610000133514404,3.7953431606292725,487.9522705078125,180.39999389648438,1.91665089,1.79521513,10.38544846,0.09071851,-,-,-,-,15.68627453,-0.15000001,0.17,0.12,0.70999998,18.8235302,12.54901981,14.43442345,11.95659733,31,14.13777919,13.63354737,0.98193359,40721.56106772,3.10685596,88,-,65.49019623,11.76470566,990.5,1.31071723,0.76742268,12.79037762,98.48503876,10.15625,0,-,0.97090167,3.79534316,487.95227051,180.3999939,18.55953789,73.95515442,67,1.05881651,-,49,3.77098119,16.94954491,11.98210239,8.3456068,47.88006973,33.8477478,-0.859375,0.81337398,0.13500001,4.31372547,1434,17.02308512,13.04879503,26.66666603,10.5,-,11.98210239,8.3456068,33.8477478,5.09673638,1288.07104492,1120.86694336,168.02000427,-9.86256599,12.52000046,12.39999962
Wed Oct 08 13:59:44 GMT+05:30 2025,08-Oct-2025 13:59:44.727,73.9551519,18.55946532,8.670000076293945,3.7954928874969482,487.69677734375,180.1999969482422,3.85782838,2.30967212,10.60319519,0.1727618,-,-,-,-,15.68627453,0.06,0.28999999,0.20999999,0.88999999,18.8235302,12.54901981,14.43442345,11.95659733,31,14.13777919,13.63354737,0.98193359,40721.56106772,3.10685596,88,-,65.49019623,32.15686417,1547,1.31772649,5.19636106,86.60601807,98.47692108,10.15625,0,-,0.97609371,3.79549289,487.69677734,180.19999695,18.55946541,73.95515442,65,1.05881651,-,49,13.3434719,4.9684639,11.96288681,8.3590126,14.0352087,33.79346466,-0.859375,0.81337398,0.13500001,4.31372547,1438,19.39423758,13.04879503,26.66666603,10.5,-,11.96288681,8.3590126,33.79346466,5.10638901,1289.05395508,1121.84997559,168.02000427,-0.29007548,12.52000046,12.39999962
