GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), 0-100kph Time(s),0-30mph Time(s),1/4 mile time(s),1/8 mile time(s),Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Air Fuel Ratio(Commanded)(:1),Air Fuel Ratio(Measured)(:1),Android device Battery Level(%),Average trip speed(whilst stopped or moving)(mph),Barometric pressure (from vehicle)(psi),Commanded Equivalence Ratio(lambda),Distance travelled since codes cleared(miles),Distance travelled with MIL/CEL lit(miles),Engine Coolant Temperature(°C),Engine kW (At the wheels)(kW),Engine Load(%),Engine Load(Absolute)(%),Engine RPM(rpm),Fuel cost (trip)(cost),Fuel flow rate/hour(l/hr),Fuel flow rate/minute(cc/min),Fuel Remaining (Calculated from vehicle profile)(%),Fuel Trim Bank 1 Long Term(%),Fuel Trim Bank 1 Short Term(%),Fuel trim Bank 1 Sensor 2(%),Fuel used (trip)(l),GPS Accuracy(m),GPS Altitude(m),GPS Bearing(°),GPS Latitude(°),GPS Longitude(°),GPS Satellites,GPS vs OBD Speed difference(mph),Horsepower (At the wheels)(hp),Intake Air Temperature(°C),Intake Manifold Pressure(psi),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Long Term Average)(l/100km),Miles Per Gallon(Instant)(mpg),Miles Per Gallon(Long Term Average)(mpg),O2 Sensor1 Wide Range Current(mA),O2 Bank 1 Sensor 1 Wide Range Equivalence Ratio(λ),O2 Bank 1 Sensor 2 Voltage(V),Relative Throttle Position(%),Run time since engine start(s),Speed (GPS)(mph),Speed (OBD)(mph),Throttle Position(Manifold)(%),Timing Advance(°),Torque(Nm),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Trip average MPG(mpg),Trip Distance(miles),Trip Time(Since journey start)(s),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Turbo Boost & Vacuum Gauge(psi),Voltage (Control Module)(V),Voltage (OBD Adapter)(V)
Wed Oct 08 13:43:37 GMT+05:30 2025,08-Oct-2025 13:43:37.726,73.90639466,18.55889751,9.109999656677246,3.7900924682617188,490.0643310546875,180.39999389648438,1.63848531,1.38305151,9.32483006,-0.02591264,-,-,-,-,12.15686321,-0.02,0.12,0.13,0.85000002,18.8235302,9.4117651,14.71794415,14.85652542,34,11.19431453,13.63354737,1.0012207,40721.56106772,3.10685596,86,-,28.62745094,16.86274529,961.5,0.37858349,1.96827388,32.80456543,99.56389618,9.375,0,-,0.28043222,3.79009247,490.06433105,180.3999939,18.55889702,73.90639496,76,0.09942081,-,32,3.77098119,15.58363247,10.47434711,9.54693604,44.02156067,29.58855057,0.01171875,1.01064801,0.91000003,22.35294151,470,20.37848813,21.12662053,16.47058868,3,-,10.47434711,9.54693604,29.58855057,1.27434454,322.07699585,317.6499939,4.42700005,-9.86256599,14.35999966,12.5
Wed Oct 08 13:43:38 GMT+05:30 2025,08-Oct-2025 13:43:38.727,73.9063928,18.55881632,8.8100004196167,3.7900924682617188,489.89239501953125,179.89999389648438,1.10488582,1.59182525,9.64307499,0.00137162,-,-,-,-,15.68627453,-0.04,0.13,0.14,0.81999999,18.8235302,9.4117651,14.99787617,13.89122772,34,11.19431453,13.63354737,1.02026367,40721.56106772,3.10685596,86,-,28.62745094,16.86274529,961.5,0.37858349,1.96827388,32.80456543,99.56389618,9.375,0,-,0.28043222,3.79009247,489.89239502,179.8999939,18.55881691,73.90639496,73,0.09942081,-,32,3.77098119,15.58363247,10.47434711,9.54693604,44.02156067,29.58855057,-0.2109375,0.94498152,0.91000003,3.92156863,470,19.70740966,21.12662053,16.47058868,3,-,10.47434711,9.54693604,29.58855057,1.28558885,323.06900024,318.64199829,4.42700005,-9.86256599,14.35999966,14.19999981
Wed Oct 08 13:43:39 GMT+05:30 2025,08-Oct-2025 13:43:39.728,73.90639254,18.55873717,8.550000190734863,3.7900924682617188,489.7008056640625,177.89999389648438,1.11685002,1.63250327,8.34796047,-0.12673604,-,-,-,-,15.68627453,-0.12,0.11,0.16,0.75,18.8235302,9.4117651,14.99787617,13.89122772,34,11.19431453,13.63354737,1.02026367,40721.56106772,3.10685596,87,-,28.62745094,17.64705849,961.5,0.37858349,1.96827388,32.80456543,99.56389618,9.375,0,-,0.28043222,3.79009247,489.70080566,177.8999939,18.5587368,73.90639496,73,0.09942081,-,32,3.77098119,15.58363247,10.47434711,9.54693604,44.02156067,29.58855057,-0.2109375,0.94498152,0.91000003,3.92156863,473,19.12580572,21.12662053,16.47058868,3,-,10.47434711,9.54693604,29.58855057,1.28558885,324.06600952,319.63900757,4.42700005,-9.86256599,14.35999966,14.19999981
Wed Oct 08 13:43:40 GMT+05:30 2025,08-Oct-2025 13:43:40.727,73.90639705,18.55866179,8.4399995803833,3.7900924682617188,489.8187255859375,177.39999389648438,2.26361012,1.53379929,9.09751129,-0.03290921,-,-,-,-,15.68627453,0.05,0.09,0.18000001,0.93000001,18.8235302,9.4117651,14.99787617,13.89122772,34,11.25159861,13.63354737,1.02026367,40721.56106772,3.10685596,87,-,24.70588303,17.64705849,1132.5,0.38096306,1.69393587,28.23226357,99.56114197,9.375,-3.125,-,0.28219485,3.79009247,489.81872559,177.3999939,18.55866241,73.90639496,70,0.48466944,-,32,4.93128309,21.23983383,10.58093643,9.45076275,59.99952698,29.88965034,-0.2109375,0.94498152,0.91000003,3.92156863,473,18.87974041,18.64113576,16.47058868,3,-,10.58093643,9.45076275,29.88965034,1.29622073,325.06900024,320.64199829,4.42700005,-8.70226383,14.35999966,14.19999981
Wed Oct 08 13:43:41 GMT+05:30 2025,08-Oct-2025 13:43:41.728,73.90639973,18.55858715,8.369999885559082,3.7900924682617188,489.92254638671875,177.60000610351562,1.75094795,1.81675065,9.85603619,0.03583133,-,-,-,-,15.68627453,0.01,0.20999999,0.23,0.86000001,18.8235302,9.4117651,14.99787617,13.89122772,34,11.25159861,13.63354737,1.02026367,40721.56106772,3.10685596,87,-,24.70588303,17.64705849,1132.5,0.38096306,1.69393587,28.23226357,99.56114197,9.375,-3.125,-,0.28219485,3.79009247,489.92254639,177.6000061,18.55858803,73.90640259,69,0.48466944,-,32,4.93128309,21.23983383,10.58093643,9.45076275,59.99952698,29.88965034,-0.2109375,0.94498152,0.83999997,3.92156863,473,18.72315555,18.64113576,18.8235302,9,-,10.58093643,9.45076275,29.88965034,1.29622073,326.06900024,321.64199829,4.42700005,-8.70226383,14.42000008,14.19999981
Wed Oct 08 13:43:42 GMT+05:30 2025,08-Oct-2025 13:43:42.728,73.90640355,18.55850914,8.739999771118164,3.7900924682617188,489.9697265625,178.6999969482422,0.91346002,3.0448668,9.8201437,0.05091608,-,-,-,-,26.27450943,0.05,0.09,0.31,0.89999998,35.29411697,17.64705849,14.69999981,14.86369896,34,11.25159861,13.63354737,1,40721.56106772,3.10685596,87,-,24.70588303,17.64705849,1132.5,0.38096306,1.69393587,28.23226357,99.56114197,9.375,-3.125,-,0.28219485,3.79009247,489.96972656,178.69999695,18.55850983,73.90640259,68,0.48466944,-,32,4.93128309,21.23983383,10.58093643,9.45076275,59.99952698,29.88965034,0.01171875,1.01113605,0.83999997,13.72549057,473,19.55082244,18.64113576,18.8235302,9,-,10.58093643,9.45076275,29.88965034,1.30672816,327.05801392,322.63101196,4.42700005,-8.70226383,14.42000008,14.30000019
Wed Oct 08 13:43:43 GMT+05:30 2025,08-Oct-2025 13:43:43.729,73.90640928,18.55842293,9.369999885559082,3.7900924682617188,489.699462890625,178.5,1.11924279,1.00259268,9.45164967,-0.02569079,-,-,-,-,26.27450943,-0.02,0.11,0.11,0.85000002,35.29411697,17.64705849,14.69999981,14.86369896,34,11.25159861,13.63354737,1,40721.56106772,3.10685596,87,-,24.70588303,73.33333588,1272.5,0.38454649,2.63246107,43.87434769,99.55699158,9.375,-3.125,-,0.28484926,3.79009247,489.69946289,178.5,18.55842209,73.90641022,68,0.48466944,-,32,6.96181142,11.27047443,10.58769608,9.44472885,31.83749771,29.90874672,0.01171875,1.01113605,0.83999997,13.72549057,477,20.96009208,18.64113576,18.8235302,9,-,10.58769608,9.44472885,29.90874672,1.30672816,328.06399536,323.63699341,4.42700005,-6.67173576,14.42000008,14.30000019
Wed Oct 08 13:43:44 GMT+05:30 2025,08-Oct-2025 13:43:44.728,73.90641399,18.55834319,8.989999771118164,3.7900924682617188,489.903564453125,178.5,1.20538437,0.52163535,9.26022339,-0.04785651,-,-,-,-,26.27450943,-0.05,0.13,0.06,0.82999998,35.29411697,17.64705849,14.69999981,14.86369896,34,11.33172331,13.63354737,1,40721.56106772,3.10685596,87,-,25.88235283,73.33333588,1272.5,0.38454649,2.63246107,43.87434769,99.55699158,9.375,-3.90625,-,0.28484926,3.79009247,489.90356445,178.5,18.55834389,73.90641022,67,0.78789949,-,32,6.96181142,11.27047443,10.58769608,9.44472885,31.83749771,29.90874672,0.01171875,1.01113605,0.83999997,13.72549057,477,20.11005627,21.74799172,15.29411793,6.5,-,10.58769608,9.44472885,29.90874672,1.3181624,329.06799316,324.64099121,4.42700005,-6.67173576,12.69999981,14.30000019
Wed Oct 08 13:43:45 GMT+05:30 2025,08-Oct-2025 13:43:45.727,73.90641662,18.5582717,8.130000114440918,3.7900924682617188,489.794921875,178.6999969482422,0.95653087,1.98664105,9.70050335,0.01279938,-,-,-,-,26.27450943,0.01,0.09,0.2,0.88,35.29411697,17.64705849,14.69999981,15.32998276,34,11.33172331,13.63354737,1,40721.56106772,3.10685596,87,-,25.88235283,73.33333588,1272.5,0.38454649,2.63246107,43.87434769,99.55699158,9.375,-3.90625,-,0.28484926,3.79009247,489.79492188,178.69999695,18.55827141,73.90641785,62,0.78789949,-,32,6.96181142,11.27047443,10.58769608,9.44472885,31.83749771,29.90874672,0.078125,1.04285598,0.85500002,13.72549057,477,18.18629183,21.74799172,15.29411793,6.5,-,10.58769608,9.44472885,29.90874672,1.3181624,330.06698608,325.64001465,4.42700005,-6.67173576,12.69999981,12.60000038
Wed Oct 08 13:43:46 GMT+05:30 2025,08-Oct-2025 13:43:46.728,73.90641961,18.55820096,7.829999923706055,3.7900924682617188,489.70220947265625,178.8000030517578,0.79860455,1.45722902,9.62154007,-0.0059526,-,-,-,-,14.50980377,0.07,0.17,0.19,0.93000001,18.8235302,9.4117651,14.69999981,15.32998276,34,11.33172331,13.63354737,1,40721.56106772,3.10685596,87,-,25.88235283,11.37254906,1272.5,0.38454649,2.63246107,43.87434769,99.55699158,9.375,-3.90625,-,0.28484926,3.79009247,489.70220947,178.80000305,18.55820084,73.90641785,57,0.78789949,-,32,6.96181142,11.27047443,10.58769608,9.44472885,31.83749771,29.90874672,0.078125,1.04285598,0.85500002,2.35294127,477,17.51521099,21.74799172,15.29411793,6.5,-,10.58769608,9.44472885,29.90874672,1.32795162,331.06500244,326.63800049,4.42700005,-6.67173576,12.69999981,12.60000038
Wed Oct 08 13:43:47 GMT+05:30 2025,08-Oct-2025 13:43:47.729,73.90642313,18.55813007,7.619999885559082,3.7900924682617188,489.5919189453125,178.1999969482422,0.82013994,1.01934242,9.11186886,-0.06290108,-,-,-,-,14.50980377,0,0.01,0.16,0.88999999,18.8235302,9.4117651,14.69999981,15.32998276,34,11.37768308,13.63354737,1,40721.56106772,3.10685596,87,-,15.68627453,11.37254906,1020,0.38613686,1.19496584,19.91609764,99.55515289,9.375,5.46875,-,0.28602728,3.79009247,489.59191895,178.19999695,18.55813026,73.90642548,52,0.11681715,-,32,2.90075476,28.08540154,10.75757694,9.29557991,79.33729553,30.38863564,0.078125,1.04285598,0.85500002,2.35294127,481,17.04545405,17.39839338,15.29411793,6.5,-,10.75757694,9.29557991,30.38863564,1.32795162,332.07699585,327.6499939,4.42700005,-10.73279285,12.69999981,12.60000038
Wed Oct 08 13:43:48 GMT+05:30 2025,08-Oct-2025 13:43:48.730,73.9064252,18.55806472,7.300000190734863,3.7900924682617188,489.4085693359375,177.60000610351562,1.19102752,1.26580322,9.60478973,-0.00627905,-,-,-,-,14.50980377,0,0.12,0.12,0.87,18.8235302,9.4117651,14.69999981,15.32998276,34,11.37768308,13.63354737,1,40721.56106772,3.10685596,87,-,15.68627453,11.37254906,1020,0.38613686,1.19496584,19.91609764,99.55515289,8.59375,5.46875,-,0.28602728,3.79009247,489.40856934,177.6000061,18.55806541,73.90642548,50,0.11681715,-,32,2.90075476,28.08540154,10.75757694,9.29557991,79.33729553,30.38863564,0.078125,1.04285598,0.84500003,2.35294127,481,16.32963535,17.39839338,14.50980377,8,-,10.75757694,9.29557991,30.38863564,1.32795162,333.06399536,328.63699341,4.42700005,-10.73279285,12.52000046,12.60000038
Wed Oct 08 13:43:48 GMT+05:30 2025,08-Oct-2025 13:43:49.726,73.9064252,18.55806472,7.300000190734863,3.7900924682617188,489.4085693359375,177.60000610351562,2.04586339,2.47238398,8.43170834,-0.08161336,-,-,-,-,28.23529434,0.05,0.18000001,0.31999999,0.88999999,43.52941132,9.4117651,14.69999981,13.84773827,34,11.37768308,13.63354737,1,40721.56106772,3.10685596,87,-,15.68627453,11.37254906,1020,0.38613686,1.19496584,19.91609764,99.55515289,8.59375,5.46875,-,0.28602728,3.79009247,489.40856934,177.6000061,18.55806541,73.90642548,55,0.11681715,-,32,2.90075476,28.08540154,10.75757694,9.29557991,79.33729553,30.38863564,-0.22265625,0.94202298,0.84500003,16.47058868,481,16.32963535,17.39839338,14.50980377,8,-,10.75757694,9.29557991,30.38863564,1.32795162,333.99398804,329.56698608,4.42700005,-10.73279285,12.52000046,12.39999962
Wed Oct 08 13:43:50 GMT+05:30 2025,08-Oct-2025 13:43:50.726,73.90642626,18.55792005,8.699999809265137,3.7900924682617188,488.588134765625,178.6999969482422,0.99720883,1.66121709,9.28415203,-0.03447521,-,-,-,-,28.23529434,-0.02,0.1,0.19,0.83999997,43.52941132,24.31372643,14.69999981,13.84773827,34,11.37768308,13.63354737,1,40721.56106772,3.10685596,87,-,15.68627453,77.64705658,1020,0.3879143,1.32547259,22.09120941,99.55309296,8.59375,5.46875,-,0.28734392,3.79009247,488.58813477,178.69999695,18.55792046,73.90642548,56,0.11681715,-,32,3.62594345,22.42426682,10.8697567,9.19964695,63.34538269,30.70552826,-0.22265625,0.94202298,0.84500003,16.47058868,484,19.46134436,17.39839338,14.50980377,8,-,10.8697567,9.19964695,30.70552826,1.34190716,335.06799316,330.64099121,4.42700005,-10.00760365,12.52000046,12.39999962
Wed Oct 08 13:43:51 GMT+05:30 2025,08-Oct-2025 13:43:51.728,73.90643172,18.55783978,9.039999961853027,3.7900924682617188,488.224365234375,177.10000610351562,1.79641163,1.62053919,8.55374241,-0.09511417,-,-,-,-,28.23529434,0.06,0.06,0.17,0.94,43.52941132,24.31372643,14.69999981,13.84773827,34,11.44631162,13.63354737,1,40721.56106772,3.10685596,87,-,29.80392075,77.64705658,1649,0.3879143,1.32547259,22.09120941,99.55309296,8.59375,-21.875,-,0.28734392,3.79009247,488.22436523,177.1000061,18.55784035,73.90643311,60,1.04390453,-,32,3.62594345,22.42426682,10.8697567,9.19964695,63.34538269,30.70552826,-0.22265625,0.94202298,0.84500003,16.47058868,484,20.22190328,20.50524934,19.2156868,25.5,-,10.8697567,9.19964695,30.70552826,1.35280556,336.05999756,331.63299561,4.42700005,-10.00760365,12.52000046,12.39999962
Wed Oct 08 13:43:52 GMT+05:30 2025,08-Oct-2025 13:43:52.726,73.90643633,18.55775574,9.220000267028809,3.7900924682617188,488.1011962890625,176.5,0.8249256,0.97866446,8.9294157,-0.08172178,-,-,-,-,28.23529434,0.06,0.11,0.14,0.94999999,43.52941132,24.31372643,14.69999981,14.87804604,34,11.44631162,13.63354737,1,40721.56106772,3.10685596,87,-,29.80392075,77.64705658,1649,0.3879143,1.32547259,22.09120941,99.55309296,9.375,-21.875,-,0.28734392,3.79009247,488.10119629,176.5,18.55775642,73.90643311,61,1.04390453,-,32,3.62594345,22.42426682,10.8697567,9.19964695,63.34538269,30.70552826,0.015625,1.01211202,0.85000002,16.47058868,484,20.62455344,20.50524934,19.2156868,25.5,-,10.8697567,9.19964695,30.70552826,1.35280556,337.08200073,332.65499878,4.42700005,-10.00760365,14.31999969,14.19999981
Wed Oct 08 13:43:53 GMT+05:30 2025,08-Oct-2025 13:43:53.727,73.90643967,18.55767164,9.180000305175781,3.7900924682617188,487.8697509765625,176.60000610351562,1.26759779,1.11505532,10.02831936,0.03537786,-,-,-,-,15.68627453,0.05,0.11,0.11,0.94,18.8235302,9.4117651,14.69999981,14.87804604,34,11.44631162,13.63354737,1,40721.56106772,3.10685596,87,-,29.80392075,12.94117641,1649,0.3879143,1.32547259,22.09120941,99.55309296,9.375,-21.875,-,0.28734392,3.79009247,487.86975098,176.6000061,18.5576725,73.90644073,61,1.04390453,-,32,3.62594345,22.42426682,10.8697567,9.19964695,63.34538269,30.70552826,0.015625,1.01211202,0.85000002,3.52941179,484,20.53507536,20.50524934,19.2156868,25.5,-,10.8697567,9.19964695,30.70552826,1.36438157,338.05200195,333.625,4.42700005,-10.00760365,14.31999969,14.19999981
Wed Oct 08 13:43:54 GMT+05:30 2025,08-Oct-2025 13:43:54.726,73.90644477,18.55758982,8.850000381469727,3.7900924682617188,487.36541748046875,177.1999969482422,0.93738824,0.87338024,10.80658531,0.10804212,-,-,-,-,15.68627453,0.1,0.09,0.08,1,18.8235302,9.4117651,14.69999981,14.87804604,34,11.50927859,13.63354737,1,40721.56106772,3.10685596,87,-,16.07843208,12.94117641,1606,0.39011559,1.59556365,26.59272766,99.55054474,9.375,-21.875,-,0.28897449,3.79009247,487.36541748,177.19999695,18.55759048,73.90644836,63,0.65119714,-,32,2.90075476,20.43448448,10.96084976,9.12319088,57.72452927,30.96285057,0.015625,1.01211202,0.85000002,3.52941179,488,19.79688656,19.88387814,19.2156868,25.5,-,10.96084976,9.12319088,30.96285057,1.36438157,339.06500244,334.63800049,4.42700005,-10.73279285,14.31999969,14.19999981
Wed Oct 08 13:43:55 GMT+05:30 2025,08-Oct-2025 13:43:55.729,73.90644647,18.55751202,8.449999809265137,3.7900924682617188,486.92724609375,177.3000030517578,0.96131653,1.68035972,9.79143047,0.01616704,-,-,-,-,15.68627453,0.05,0.08,0.16,0.93000001,18.8235302,9.4117651,14.69999981,14.87804604,34,11.50927859,13.63354737,1,40721.56106772,3.10685596,87,-,16.07843208,12.94117641,1606,0.39011559,1.59556365,26.59272766,99.55054474,9.375,0,-,0.28897449,3.79009247,486.92724609,177.30000305,18.55751228,73.90644836,65,0.65119714,-,32,2.90075476,20.43448448,10.96084976,9.12319088,57.72452927,30.96285057,0.015625,1.01211202,0,3.52941179,488,18.90211052,19.88387814,15.68627453,3,-,10.96084976,9.12319088,30.96285057,1.375369,340.0539856,335.62701416,4.42700005,-10.73279285,14.39999962,14.19999981
Wed Oct 08 13:43:56 GMT+05:30 2025,08-Oct-2025 13:43:56.726,73.90645305,18.55743497,8.199999809265137,3.7900924682617188,486.586181640625,177.8000030517578,1.10488582,1.45962179,9.49472046,-0.0155744,-,-,-,-,15.68627453,-0.01,0.11,0.14,0.86000001,18.8235302,9.4117651,29.39955139,29.38261795,34,11.50927859,13.63354737,1.99996948,40721.56106772,3.10685596,87,-,16.07843208,12.94117641,1606,0.39011559,1.59556365,26.59272766,99.55054474,9.375,0,-,0.28897449,3.79009247,486.58618164,177.80000305,18.55743408,73.90645599,67,0.65119714,-,32,2.90075476,20.43448448,10.96084976,9.12319088,57.72452927,30.96285057,1.71484375,1.99881744,0,7.45098019,488,18.34287669,19.88387814,15.68627453,3,-,10.96084976,9.12319088,30.96285057,1.375369,341.05899048,336.63198853,4.42700005,-10.73279285,14.39999962,14.30000019
Wed Oct 08 13:43:57 GMT+05:30 2025,08-Oct-2025 13:43:57.728,73.90645841,18.55735956,8.239999771118164,3.7900924682617188,486.5054931640625,178.39999389648438,0.99242318,1.35912323,10.09053326,0.04154241,-,-,-,-,18.03921509,0.09,0.11,0.12,0.98000002,18.8235302,9.4117651,29.39955139,29.38261795,34,11.50927859,13.63354737,1.99996948,40721.56106772,3.10685596,87,-,16.07843208,14.50980377,1606,0.39011559,1.59556365,26.59272766,99.55054474,9.375,0,-,0.28897449,3.79009247,486.50549316,178.3999939,18.5573597,73.90645599,65,0.65119714,-,32,2.90075476,20.43448448,10.96084976,9.12319088,57.72452927,30.96285057,1.71484375,1.99881744,0,7.45098019,492,18.43235358,19.88387814,15.68627453,3,-,10.96084976,9.12319088,30.96285057,1.38588399,342.06600952,337.63900757,4.42700005,-10.73279285,14.39999962,14.30000019
Wed Oct 08 13:43:58 GMT+05:30 2025,08-Oct-2025 13:43:58.729,73.90646415,18.55728863,7.929999828338623,3.7900924682617188,486.08062744140625,178.3000030517578,1.69830585,0.65084773,9.29850864,-0.03544003,-,-,-,-,18.03921509,-0.06,0.15000001,0.05,0.81999999,18.8235302,9.4117651,29.39955139,29.38261795,34,11.55750441,13.63354737,1.99996948,40721.56106772,3.10685596,87,-,15.29411793,14.50980377,1469.5,0.39119083,0.78685457,13.11424255,99.54930115,9.375,0,-,0.28977099,3.79009247,486.08062744,178.30000305,18.55728912,73.90646362,65,0.41258946,-,32,2.90075476,20.34580231,11.04938698,9.05008793,57.4740181,31.21295738,1.71484375,1.99881744,0,7.45098019,492,17.73890381,18.01976457,15.68627453,3,-,11.04938698,9.05008793,31.21295738,1.38588399,343.06298828,338.63598633,4.42700005,-10.73279285,14.39999962,14.30000019
Wed Oct 08 13:43:59 GMT+05:30 2025,08-Oct-2025 13:43:59.728,73.9064687,18.55722136,7.659999847412109,3.7900924682617188,485.91851806640625,178.5,1.58584321,1.85503578,8.32881737,-0.11655074,-,-,-,-,18.03921509,0,0.1,0.22,0.86000001,18.8235302,9.4117651,29.39955139,29.38261795,34,11.55750441,13.63354737,1.99996948,40721.56106772,3.10685596,87,-,15.29411793,14.50980377,1469.5,0.39119083,0.78685457,13.11424255,99.54930115,10.15625,0,-,0.28977099,3.79009247,485.91851807,178.5,18.55722046,73.90647125,66,0.41258946,-,32,2.90075476,20.34580231,11.04938698,9.05008793,57.4740181,31.21295738,1.71484375,1.99881744,0,7.45098019,492,17.13493094,18.01976457,15.29411793,4.5,-,11.04938698,9.05008793,31.21295738,1.39541306,344.05899048,339.63198853,4.42700005,-10.73279285,14.26000023,14.30000019
Wed Oct 08 13:44:00 GMT+05:30 2025,08-Oct-2025 13:44:00.728,73.90647328,18.55715155,7.619999885559082,3.7900924682617188,485.70721435546875,178.6999969482422,1.00199449,1.70428789,9.83450127,0.02129209,-,-,-,-,15.29411793,0.02,0.13,0.16,0.89999998,19.6078434,9.8039217,29.39955139,15.83975697,34,11.55750441,13.63354737,1.99996948,40721.56106772,3.10685596,87,-,15.29411793,14.50980377,1469.5,0.39119083,0.78685457,13.11424255,99.54930115,10.15625,0,-,0.28977099,3.79009247,485.70721436,178.69999695,18.55715179,73.90647125,68,0.41258946,-,32,2.90075476,20.34580231,11.04938698,9.05008793,57.4740181,31.21295738,0.14453125,1.07753456,0,3.13725495,492,17.04545405,18.01976457,15.29411793,4.5,-,11.04938698,9.05008793,31.21295738,1.39541306,345.06201172,340.63500977,4.42700005,-10.73279285,14.26000023,14.30000019
Wed Oct 08 13:44:01 GMT+05:30 2025,08-Oct-2025 13:44:01.728,73.90647346,18.55708427,7.539999961853027,3.7900924682617188,485.5970458984375,179.10000610351562,1.23409832,1.17966151,9.58804035,-0.00851476,-,-,-,-,15.29411793,-0.01,0.14,0.13,0.86000001,19.6078434,9.8039217,29.39955139,15.83975697,34,11.55750441,13.63354737,1.99996948,40721.56106772,3.10685596,87,-,15.29411793,12.15686321,1363,0.39296177,1.33555102,22.25918198,99.54725647,10.15625,0,-,0.2910828,3.79009247,485.5970459,179.1000061,18.55708504,73.90647125,67,0.41258946,-,32,2.90075476,20.15110207,11.13444901,8.98094845,56.92401505,31.45324707,0.14453125,1.07753456,0,3.13725495,495,16.86649908,18.01976457,15.29411793,4.5,-,11.13444901,8.98094845,31.45324707,1.40484688,346.06600952,341.63900757,4.42700005,-10.73279285,14.26000023,14.30000019
Wed Oct 08 13:44:02 GMT+05:30 2025,08-Oct-2025 13:44:02.726,73.90647114,18.55701985,7.099999904632568,3.7900924682617188,485.2373046875,180.10000610351562,0.70707911,0.54795641,10.26102161,0.0486815,-,-,-,-,15.29411793,0.05,0.07,0.05,0.94,19.6078434,9.8039217,29.39955139,15.83975697,34,11.60045147,13.63354737,1.99996948,40721.56106772,3.10685596,87,-,15.68627453,12.15686321,1363,0.39296177,1.33555102,22.25918198,99.54725647,10.15625,0,-,0.2910828,3.79009247,485.23730469,180.1000061,18.55702019,73.90647125,65,0.53189426,-,32,2.90075476,20.15110207,11.13444901,8.98094845,56.92401505,31.45324707,0.14453125,1.07753456,0,3.13725495,495,15.88224734,17.39839338,15.29411793,11,-,11.13444901,8.98094845,31.45324707,1.40484688,347.08300781,342.65600586,4.42700005,-10.73279285,12.56000042,14.30000019
Wed Oct 08 13:44:03 GMT+05:30 2025,08-Oct-2025 13:44:03.726,73.90646726,18.55696518,6.010000228881836,3.7900924682617188,485.014404296875,181.0,1.31784701,0.71066833,9.82732296,0.01206434,-,-,-,-,15.29411793,-0.02,0.1,0.08,0.86000001,19.6078434,9.8039217,14.4810791,14.5583725,34,11.60045147,13.63354737,0.98510742,40721.56106772,3.10685596,87,-,15.68627453,12.15686321,1363,0.39296177,1.33555102,22.25918198,99.54725647,8.59375,0,-,0.2910828,3.79009247,485.0144043,181,18.55696487,73.90646362,64,0.53189426,-,32,2.90075476,20.15110207,11.13444901,8.98094845,56.92401505,31.45324707,-0.04296875,0.99036551,0.13500001,3.13725495,495,13.44398691,17.39839338,15.29411793,11,-,11.13444901,8.98094845,31.45324707,1.40484688,348.05200195,343.625,4.42700005,-10.73279285,12.56000042,12.39999962
Wed Oct 08 13:44:04 GMT+05:30 2025,08-Oct-2025 13:44:04.727,73.90646685,18.55692091,5.039999961853027,3.7900924682617188,485.07501220703125,181.39999389648438,1.03549397,1.42372942,9.33440113,-0.03296763,-,-,-,-,14.50980377,0,0.1,0.14,0.88,18.8235302,9.4117651,14.4810791,14.5583725,34,11.60045147,13.63354737,0.98510742,40721.56106772,3.10685596,87,-,15.68627453,13.72549057,1363,0.39296177,1.33555102,22.25918198,99.54725647,8.59375,0,-,0.2910828,3.79009247,485.07501221,181.3999939,18.55692101,73.90646362,62,0.53189426,-,32,2.90075476,20.15110207,11.13444901,8.98094845,56.92401505,31.45324707,-0.04296875,0.99036551,0.13500001,2.35294127,495,11.27415835,17.39839338,15.29411793,11,-,11.13444901,8.98094845,31.45324707,1.41609075,349.06201172,344.63500977,4.42700005,-10.73279285,12.56000042,12.39999962
